model,split,rows,clicks,positive_rate,mean_prediction,auc,log_loss,pr_auc,brier_score
logistic_regression_no_weekday,val,3234051,159437,0.049299469921779214,0.049824535846710205,0.6026584715723953,0.19340596021714648,0.07250083413587932,0.04656212776899338
logistic_regression_no_weekday,test,3308665,166490,0.05031938863559774,0.05025047808885574,0.5964768509991473,0.19669090060272618,0.07142242567876128,0.04750950261950493
