split,segment,rows,clicks,actual_ctr,mean_prediction,auc,logloss,pr_auc,copc,prediction_bias_pct,ece
test,overall,3308665,166490,0.05031938863559774,0.05100955007546037,0.6461793767980101,0.1928490239845347,0.08704625295435618,0.9864699563348109,1.3715616556087884,0.0009971622370383083
