stage,method,rows,clicks,actual_ctr,mean_prediction,auc,logloss,pr_auc,brier_score,copc,prediction_bias_pct,ece
validation_selection,isotonic,646084,31828,0.04926294413729484,0.04934049590513123,0.6559180215732852,0.18902755525036807,0.08824161289208832,0.046092262334611035,0.9984282329065864,0.15742414342971855,0.0002516810850457951
validation_selection,platt,646084,31828,0.04926294413729484,0.04935156603812983,0.6559403488849971,0.18904587646659368,0.08952167030100437,0.04610683984233451,0.9982042737860329,0.17989566475768992,0.0010761767903313094
validation_selection,raw,646084,31828,0.04926294413729484,0.044880047557206905,0.6559403488849971,0.18927522502892388,0.08952167030100437,0.0461297132343379,1.0976580199586736,-8.896944055704203,0.004663172273139276
