epoch,train_rows,train_loss,epoch_minutes,val_auc,val_log_loss,val_pr_auc,val_mean_prediction
1,20015245,0.20258284648750954,0.4947235055675264,0.6503151436925348,0.1898125374688147,0.08768011741174411,0.05151660367846489
2,20015245,0.1788746909440112,0.496412281950082,0.621500500200419,0.19909610697493682,0.07122314538547463,0.06597814708948135
3,20015245,0.16223137672367355,0.4953977798499788,0.6003614590585744,0.21265340266029778,0.06447147474587052,0.07790428400039673
