model,split,rows,clicks,positive_rate,mean_prediction,auc,log_loss,pr_auc,brier_score
deepfm_f1_f2_f3,val,3234051,159437,0.049299469921779214,0.05151660367846489,0.6503151436925348,0.1898125374688147,0.08768011741174411,0.04620001092553139
deepfm_f1_f2_f3,test,3308665,166490,0.05031938863559774,0.05355086550116539,0.6459330407872195,0.19317649824532565,0.0878699606042838,0.04715029522776604
