split,segment,rows,clicks,actual_ctr,mean_prediction,auc,logloss,pr_auc,copc,prediction_bias_pct,ece
test,overall,3308665,166490,0.05031938863559774,0.051042848751072574,0.6458793204780295,0.1928761615410326,0.08688223875010676,0.9858264157824923,1.4377362982566755,0.0010485789087499697
