split,segment,rows,clicks,actual_ctr,mean_prediction,auc,logloss,pr_auc,copc,prediction_bias_pct,ece
val,overall,3234051,159437,0.049299469921779214,0.04982453484908623,0.6026584715723953,0.1934059602222948,0.07250083413587932,0.9894617194340622,1.0650518720386026,0.0029919214298780353
test,overall,3308665,166490,0.05031938863559774,0.050250478004051205,0.5964768509991473,0.1966909006049274,0.07142242567876128,1.0013713428067486,-0.13694648010446064,0.0022117620203895437
