epoch,train_rows,train_minutes,val_rows,val_auc,val_log_loss,val_pr_auc,val_brier_score
1,20015245,0.26185797221648194,3234051,0.5933390084018961,0.1939227653024553,0.06993573347034862,0.046615298837423325
2,20015245,0.272412269434426,3234051,0.6026584715723953,0.19340596021714648,0.07250083413587932,0.04656212776899338
3,20015245,0.27250200138466124,3234051,0.6084163245658187,0.19305539722885062,0.07407727092701347,0.04652686417102814
