model,split,rows,clicks,positive_rate,mean_prediction,auc,log_loss,pr_auc,brier_score
lr_f1_f2,val,3234051,159437,0.049299469921779214,0.049568530172109604,0.6084163245658187,0.19305539722885062,0.07407727092701347,0.04652686417102814
lr_f1_f2,test,3308665,166490,0.05031938863559774,0.050046488642692566,0.6017902408143807,0.19637645824155792,0.07291533213207216,0.047477368265390396
