stage,method,rows,clicks,actual_ctr,mean_prediction,auc,logloss,pr_auc,brier_score,copc,prediction_bias_pct,ece
validation_selection,isotonic,646084,31828,0.04926294413729484,0.04933983940600772,0.6512993451762242,0.18939700028380074,0.08724066721684703,0.04613372473484624,0.9984415176531054,0.1560915005375474,0.00021844558783649267
validation_selection,platt,646084,31828,0.04926294413729484,0.04933245499147288,0.6513716269649785,0.18943782194870656,0.08822244880205829,0.046138835059551686,0.9985909711124237,0.14110170513625953,0.0010001397400307434
validation_selection,raw,646084,31828,0.04926294413729484,0.051558917444553876,0.6513716269649785,0.18961256096077556,0.08822244880205829,0.04615422046197443,0.9554689388168766,4.660649799695693,0.003537572202975816
