split,segment,rows,clicks,actual_ctr,mean_prediction,auc,logloss,pr_auc,copc,prediction_bias_pct,ece
val,overall,3234051,159437,0.049299469921779214,0.04956655195945925,0.6543028833781703,0.18928829451928078,0.0880327225474792,0.9946116478326255,0.5417543801257807,0.0006126182761414296
test,overall,3308665,166490,0.05031938863559774,0.04857165023916855,0.6513181000794622,0.19250222424280256,0.0882274910636687,1.0359826851223557,-3.4732902044695813,0.0020076325022394064
