split,segment,rows,clicks,actual_ctr,mean_prediction,auc,logloss,pr_auc,copc,prediction_bias_pct,ece
val,overall,3234051,159437,0.049299469921779214,0.05153246888682271,0.6505523860174799,0.18980429066625748,0.08765822004139687,0.9566681159804766,4.529458366563532,0.0038550902639467445
test,overall,3308665,166490,0.05031938863559774,0.05352209005963479,0.6462194386788178,0.19316085966355126,0.08797571023258449,0.9401611293492356,6.364746295370027,0.0048810493451048554
