split,segment,rows,clicks,actual_ctr,mean_prediction,auc,logloss,pr_auc,copc,prediction_bias_pct,ece
val,overall,3234051,159437,0.049299469921779214,0.05146682240888272,0.650166002146511,0.18979974497075755,0.08765189732579645,0.9578883563106969,4.3962997787650115,0.0035808322735816967
test,overall,3308665,166490,0.05031938863559774,0.05340467183561329,0.6453818385335648,0.1931952004014081,0.08772524977829493,0.9422282153607748,6.1314004078199424,0.004631867300394632
