split,segment,rows,clicks,actual_ctr,mean_prediction,auc,logloss,pr_auc,copc,prediction_bias_pct,ece
val,overall,3234051,159437,0.049299469921779214,0.051516607731746225,0.6503151436925348,0.1898125374688147,0.08768011741174411,0.9569626590805058,4.4972852922857465,0.0038078882837383797
test,overall,3308665,166490,0.05031938863559774,0.053550867772752156,0.6459330407872195,0.19317649824532565,0.0878699606042838,0.9396558959442547,6.421936404188244,0.004794623240597867
