epoch,train_rows,train_loss,epoch_minutes,val_auc,val_log_loss,val_pr_auc,val_mean_prediction
1,20015245,0.20266923486824506,0.4796887888844746,0.6505523860174799,0.18980429066625748,0.08765822004139687,0.05153246596455574
2,20015245,0.1790317986089901,0.4810009722345664,0.6210818819325292,0.1991701404823745,0.07065027945622748,0.06686241179704666
3,20015245,0.16307966990734044,0.47785735068415913,0.5995417694364935,0.21142671481379202,0.06412508823781508,0.07705489546060562
