split,segment,rows,clicks,actual_ctr,mean_prediction,auc,logloss,pr_auc,copc,prediction_bias_pct,ece
val,overall,3234051,159437,0.049299469921779214,0.044848208864613354,0.6551629452993427,0.18946897168411247,0.08886002402349226,1.0992517019041543,-9.029024174556909,0.004451261057165865
test,overall,3308665,166490,0.05031938863559774,0.04786226805546435,0.6524886941358282,0.19242856641028466,0.08969783652457054,1.051337320188964,-4.8830493508721595,0.0027137389666936343
