split,pid_raw,rows,actual_ctr,mean_prediction,logloss,copc,prediction_bias_pct
val,430539_1007,1221565,0.05128257603975229,0.05170659,0.19936499,0.9917996193401053,0.826818290709852
val,430548_1007,2012486,0.048095738305757155,0.048682142,0.1897889,0.9879544383497774,1.2192426272554568
test,430539_1007,1228468,0.052593148539481695,0.05213299,0.20356488,1.0088266244918753,-0.8749396851338131
test,430548_1007,2080197,0.04897661134979043,0.049138755,0.19263147,0.9967002978045376,0.3310626276254558
