model,split,rows,clicks,positive_rate,mean_prediction,auc,log_loss,pr_auc,brier_score
lr_f1,val,3234051,159437,0.049299469921779214,0.05075202137231827,0.6012073992898906,0.19355675838700043,0.07185810858780012,0.04657714068889618
lr_f1,test,3308665,166490,0.05031938863559774,0.051187336444854736,0.5954950298685483,0.19678089922276812,0.07110858612055374,0.047518350183963776
