model,split,rows,clicks,positive_rate,mean_prediction,auc,log_loss,pr_auc,brier_score
lightgbm_f1_f2_f3,val,3234051,159437,0.049299469921779214,0.04956655195860382,0.654302883172135,0.18928829452235324,0.08803272308100356,0.04615559048684627
lightgbm_f1_f2_f3,test,3308665,166490,0.05031938863559774,0.04857165023896729,0.6513181000785064,0.1925022242458079,0.08822749364354421,0.04708623897650702
