iteration,val_log_loss,val_auc
79,0.1898089238118634,0.6508075828816887
80,0.18979553945856603,0.6509012938583358
81,0.18978260243470613,0.6509756201862599
82,0.1897687068854083,0.6510260761574682
83,0.18975734122607169,0.6511128759621116
84,0.18974468357804422,0.6511649225565271
85,0.18973407151189622,0.6512072283266847
86,0.18972405106148324,0.6512698215821022
87,0.18971341914960688,0.651344013745339
88,0.18970488162782403,0.65136936229628
89,0.18969546522343175,0.6514191356582204
90,0.18968576219447267,0.6514681118991185
91,0.18967691053424152,0.6515285275071461
92,0.18966734476461627,0.6515957653176617
93,0.18965845752476143,0.6516531864145861
94,0.18965127377760022,0.6516760703507267
95,0.18964363497946382,0.6517131473455194
96,0.18963482585461164,0.6517752123600565
97,0.189626088310791,0.6518186186147936
98,0.1896175236915155,0.6518806362177495
99,0.18960934830730203,0.6519257850334766
100,0.18960229585906313,0.6519725720828874
101,0.1895945224257623,0.6520334683121389
102,0.18958708618787112,0.6520822828571363
103,0.1895811109284532,0.6521040940122869
104,0.18957617724683462,0.6521268306586788
105,0.18957074449139855,0.6521624419396822
106,0.18956562071244823,0.65218017084274
107,0.18955895617227514,0.6522169612383341
108,0.18955281426428222,0.6522561467842289
109,0.18954725288232693,0.6522890723286434
110,0.18954072580363224,0.6523329529786662
111,0.1895358542281313,0.6523695189967057
112,0.1895296525514103,0.6524177188435097
113,0.1895219596774291,0.6524832408939457
114,0.1895158941312111,0.6525232699994062
115,0.18950987113791679,0.6525663525634887
116,0.1895049824355344,0.6525967051960471
117,0.18949953350864127,0.6526378267731496
118,0.1894945893443699,0.6526715119503795
119,0.189489835814543,0.6527094032977024
120,0.18948565861588043,0.6527233316030189
121,0.1894817930617241,0.6527490205161351
122,0.18947703181015876,0.6527722093376184
123,0.18947203016508302,0.6528096356459028
124,0.18946766238391216,0.6528393247733585
125,0.18946299383033605,0.6528755022128796
126,0.1894575537709464,0.6529168920907973
127,0.18945246182357664,0.6529548603953692
128,0.18944879474344845,0.6529789577183405
129,0.18944472541935822,0.6530110862641098
130,0.18944178400994674,0.653025621151664
131,0.1894384166701323,0.6530541819583534
132,0.1894348037155938,0.6530821154497367
133,0.18943179510283611,0.653105724550617
134,0.18942821700773338,0.6531313824339993
135,0.18942476994600874,0.6531570636085516
136,0.18942155940092964,0.653179257341697
137,0.18941843395677907,0.6531995175201384
138,0.18941428917105982,0.6532305568653314
139,0.1894123818497292,0.6532332071985258
140,0.18940717978357854,0.653274186265491
141,0.18940395885688976,0.6533033723934321
142,0.18940172929060886,0.653318043266332
143,0.18939872418198675,0.6533443095760703
144,0.18939660616527604,0.6533615258030935
145,0.18939399119245784,0.6533820314399696
146,0.18939083709501994,0.6534059299143855
147,0.18938786834606852,0.6534312920769166
148,0.1893857962918095,0.6534401369800804
149,0.18938189163898642,0.6534757329104331
150,0.18937994914182543,0.653496568528161
151,0.18937793822119187,0.6535075676702472
152,0.18937563971259685,0.6535289278946782
153,0.18937290842287433,0.6535467277901607
154,0.18936987740267328,0.6535700690390156
155,0.18936752635527426,0.653591852248842
156,0.18936380199415337,0.6536258014950033
157,0.1893583118640559,0.6536628607421998
158,0.18935439589348804,0.653693572702382
159,0.1893529451795687,0.6537018195258344
160,0.1893497541671776,0.6537280091312779
161,0.18934828241280383,0.6537393324015891
162,0.18934590005508017,0.6537523031567735
163,0.1893435313255175,0.6537746319389259
164,0.1893426527374641,0.6537819025864501
165,0.18934126504847365,0.6537864361956127
166,0.18934000108317653,0.6537991480735476
167,0.18933660314406636,0.6538286288279046
168,0.189334730431606,0.6538463868074408
169,0.18933345923378617,0.6538606685153358
170,0.18933035766324527,0.6538857536021915
171,0.18932826500879935,0.6539008633313258
172,0.18932636302757655,0.6539185609833147
173,0.18932601204038838,0.6539199126728784
174,0.18932424879327023,0.6539390754756294
175,0.1893210460155125,0.6539659539244391
176,0.18931925910298075,0.6539827791046001
177,0.18931830353863252,0.6539881789351728
178,0.18931536604274507,0.6540080642435839
179,0.18931377442804,0.6540196484678172
180,0.18931250402813274,0.6540271716003965
181,0.18931226818747757,0.6540277301733467
182,0.18931104321612321,0.6540369701257616
183,0.18931034530791693,0.654049167339727
184,0.1893096287487337,0.6540573657703804
185,0.1893081277966197,0.6540688954727745
186,0.18930679749365875,0.6540815885851763
187,0.18930761512188995,0.654072823296301
188,0.18930742896386554,0.6540734426833276
189,0.1893056545183995,0.6540957772579282
190,0.18930582466101475,0.6540936976751869
191,0.18930508202350815,0.6541026194978604
192,0.189304421939612,0.6541103644019534
193,0.18930352000412418,0.6541190019805545
194,0.1893023256492115,0.6541295160369784
195,0.18930177449175847,0.654133181885586
196,0.18930075379538366,0.654139531251313
197,0.18929986324192344,0.6541445307226353
198,0.1892986681345071,0.654158033812887
199,0.18929913141585136,0.6541527021422635
200,0.1892980628645139,0.6541669988968561
201,0.1892974060367832,0.6541713472649736
202,0.18929674872947844,0.6541760456819862
203,0.18929592409818122,0.6541820847054947
204,0.18929573668539248,0.6541853740011103
205,0.18929493396152935,0.6541910616721934
206,0.18929531623932144,0.6541847746178686
207,0.1892949501783188,0.6541890436175121
208,0.18929408460512875,0.6542002827213783
209,0.1892949528281844,0.6541928110751877
210,0.1892959205407083,0.6541821151161028
211,0.18929653482874423,0.6541802535156614
212,0.18929655913717877,0.654178432576595
213,0.18929625814332587,0.6541769511113041
214,0.1892949662683096,0.6541916448990027
215,0.18929461886011326,0.6541912670955192
216,0.189292768928676,0.654208297396073
217,0.1892927532274445,0.6542089280773026
218,0.1892924348057261,0.6542139111463782
219,0.18929242202209673,0.6542147713682848
220,0.18929290796308154,0.6542095742499395
221,0.1892919711434844,0.6542207771374898
222,0.18929177678750894,0.654223396503169
223,0.1892922288530867,0.6542197712088387
224,0.18929260794947916,0.6542201178642709
225,0.1892929104631248,0.6542177282901831
226,0.1892923515445627,0.6542254604792455
227,0.18929395947277222,0.6542082873442018
228,0.1892940512957466,0.654209204928583
229,0.18929431591886914,0.6542077554395647
230,0.18929451508351322,0.6542093578537035
231,0.18929392076672333,0.6542168029825375
232,0.18929496479099542,0.6542067064780926
233,0.18929435688229987,0.6542148244621566
234,0.1892939941134426,0.6542177305300522
235,0.1892941692902888,0.6542174692558572
236,0.1892937129394654,0.6542243210509319
237,0.189292864652294,0.6542338498373146
238,0.18929314137572764,0.6542303278941727
239,0.18929272779729028,0.6542367963819691
240,0.18929233322330033,0.6542424794876361
241,0.1892920814529751,0.6542430004040632
242,0.18929054794115513,0.654260869240797
243,0.1892905973381196,0.6542627982443646
244,0.18929076793019778,0.6542616168246266
245,0.18929035513991865,0.6542676369755045
246,0.18928944325608885,0.6542793074489753
247,0.18928867637262592,0.6542896905128398
248,0.18928921993955986,0.6542885827272663
249,0.18928929119944599,0.6542921475869518
250,0.18928862545485947,0.6542986041705992
251,0.1892882945223528,0.654302883172135
252,0.18928891016105936,0.6542988560497879
253,0.18929024146985537,0.6542889678664229
254,0.18929024184798873,0.6542966480193292
255,0.1892903506891786,0.6543015990794931
256,0.18928947676208732,0.6543143243385036
257,0.18928956023812163,0.654317311404796
258,0.18928845362476465,0.6543321218513202
259,0.18928911453270839,0.6543277725387041
260,0.18928969637112522,0.6543251639205204
261,0.18929030576200473,0.6543256512021929
262,0.18928983567191743,0.6543315259207
263,0.18929051777466688,0.6543245716842562
264,0.18929047578941247,0.6543295754068418
265,0.18929051875368705,0.6543341029155232
266,0.18929062904291882,0.6543344114758423
267,0.18929154869685913,0.6543294882171857
268,0.1892923753859326,0.6543261880465776
269,0.18929221519460138,0.6543277762769191
270,0.18929260767093709,0.65432461414793
271,0.1892919681097062,0.6543332959180456
272,0.18929240196461414,0.6543329934316883
273,0.18929220463403024,0.6543388330007752
274,0.18929164694071926,0.654348936449222
275,0.18929199415003728,0.6543508334948768
276,0.18929231997429663,0.6543534785629511
277,0.18929220614722955,0.6543610674146749
278,0.18929204612613887,0.6543687526919446
279,0.18929304006983758,0.6543639660795789
280,0.18929322942306492,0.6543649855208826
281,0.1892927599744639,0.6543728618928442
282,0.18929334019213645,0.6543663053249519
283,0.18929392306297213,0.65436030820209
284,0.18929452578581374,0.6543540224482356
285,0.18929492306890983,0.6543530671155331
286,0.18929597154698521,0.6543444321256331
287,0.18929660021445432,0.6543405298800645
288,0.18929676586011432,0.6543441639084561
289,0.18929754848227323,0.6543402521709835
290,0.18929808866931552,0.6543368854968685
291,0.189297852008178,0.6543424278763377
292,0.18929848448065742,0.6543384651991841
293,0.18930020105377432,0.6543226720886595
294,0.18930075223715304,0.6543241054793841
295,0.18930084005324974,0.6543238137945812
296,0.18930174234614305,0.6543168261773569
297,0.18930215918989454,0.6543183351218425
298,0.1893027872517184,0.6543170742040932
299,0.18930284697686667,0.6543185956290148
300,0.18930372978346413,0.6543164156693375
301,0.18930412087873077,0.6543110603740115
302,0.18930457383315116,0.6543081685368322
303,0.18930477098712234,0.6543051623245554
304,0.18930496564986438,0.6543073798581377
305,0.18930532654979376,0.6543073006304205
306,0.18930587203314458,0.6543043983945778
307,0.1893063244275962,0.6543057075470294
308,0.18930734334902724,0.6543004855514503
309,0.18930883704642099,0.6542926797190437
310,0.18930994678753435,0.6542861347880665
311,0.18931039177297893,0.6542855602769589
312,0.18931161282463524,0.6542774435566462
313,0.18931083242769609,0.6542864194911284
314,0.18931055011191356,0.6542912917744048
315,0.18931171077846032,0.6542880425424576
316,0.18931221604862908,0.6542829044154902
317,0.1893118060473836,0.6542887884290458
318,0.1893113696640467,0.6542997939266075
319,0.18931150541871078,0.6543018427927477
320,0.18931195619348085,0.6542980439422265
321,0.18931226692823366,0.6543011225340964
322,0.18931222777470066,0.654302304459743
323,0.18931370536372324,0.6542928711462479
324,0.1893140281131329,0.6542911060366311
325,0.1893115301874533,0.6543125193029152
326,0.18931249187143007,0.6543095500545972
