epoch,train_rows,train_minutes,val_rows,val_auc,val_log_loss,val_pr_auc,val_brier_score
1,20015245,0.385876661799072,3234051,0.6547449771279407,0.18949457291912494,0.08877636710650985,0.046179670840501785
2,20015245,0.3948174409820543,3234051,0.6551629452993427,0.1894689716959246,0.08886002402349226,0.046176936477422714
3,20015245,0.38931732848480655,3234051,0.6554258421845857,0.18947608925062775,0.08890454191977157,0.04617726802825928
