model,split,rows,clicks,positive_rate,mean_prediction,auc,log_loss,pr_auc,brier_score
lr_f1_f2_f3,val,3234051,159437,0.049299469921779214,0.044848211109638214,0.6551629452993427,0.1894689716959246,0.08886002402349226,0.046176936477422714
lr_f1_f2_f3,test,3308665,166490,0.05031938863559774,0.04786226898431778,0.6524886941358282,0.19242856641918987,0.08969783652457054,0.047082677483558655
