epoch,train_rows,train_minutes,val_rows,val_auc,val_log_loss,val_pr_auc,val_brier_score
1,20015245,0.2972824277666708,3234051,0.5932992456949939,0.1948272960978996,0.06993902433301237,0.046702440828084946
2,20015245,0.2928505409664164,3234051,0.6026370559142656,0.19433825733718538,0.0725001081422028,0.04665054753422737
