model,split,rows,clicks,positive_rate,mean_prediction,auc,log_loss,pr_auc,brier_score
logistic_regression,val,3234051,159437,0.049299469921779214,0.059192828834056854,0.6026370559142656,0.19433825733718538,0.0725001081422028,0.04665054753422737
logistic_regression,test,3308665,166490,0.05031938863559774,0.05042335391044617,0.5964488189696024,0.196693291170192,0.07141167571815629,0.047509532421827316
