run_name,model,learning_rate,best_epoch,parameter_count,training_minutes,val_auc,val_log_loss,val_pr_auc,val_mean_prediction
deepfm_f123_lr5em4,deepfm,0.0005,1,42558410,2.057625279168133,0.6502801029161702,0.1900486328497327,0.08755453858294235,0.05478683114051819
deepfm_f123_lr1em3,deepfm,0.001,1,42558410,2.0465128152670027,0.6476067810859246,0.1906629513585045,0.08574886915150638,0.056964077055454254
wide_deep_f123_lr5em4,wide_deep,0.0005,1,42558410,1.915274005550115,0.6502017060505869,0.19007177610560133,0.08754100330406506,0.05510871484875679
wide_deep_f123_lr1em3,wide_deep,0.001,1,42558410,1.9130373062488313,0.6497442091906578,0.19027239050221423,0.08697690335695488,0.05609748885035515
