split,segment,rows,clicks,actual_ctr,mean_prediction,auc,logloss,pr_auc,copc,prediction_bias_pct,ece
val,overall,3234051,159437,0.049299469921779214,0.04956853088816039,0.6084163245658187,0.19305539721618725,0.07407727092701347,0.9945719398666818,0.5457684774462734,0.0030820152291444803
test,overall,3308665,166490,0.05031938863559774,0.05004649100903833,0.6017902408143807,0.19637645822629018,0.07291533213207216,1.0054528823311533,-0.5423309661722553,0.002313429047590254
