split,segment,rows,clicks,actual_ctr,mean_prediction,auc,logloss,pr_auc,copc,prediction_bias_pct,ece
val,overall,3234051,159437,0.049299469921779214,0.05139393494769232,0.6504837233718048,0.18978112509633172,0.08776420765951325,0.9592468444370953,4.248453440242428,0.003714251351954735
test,overall,3308665,166490,0.05031938863559774,0.053268759364813206,0.6459584636516604,0.19314481996131436,0.08804827941874116,0.9446322616786214,5.861300801116998,0.00468016327860165
